ID_Venda;Data_Venda;Produto;Categoria;Preco_Unitario;Quantidade;Cliente;Região;Forma_Pagamento
2305;03/10/2024;Cômoda;Móveis;1433.59;5;Maria Isis Sales;Centro-Oeste;Boleto
2306;02/02/2023;Casaco;Vestuário;171.87;3;Emilly Jesus;Centro-Oeste;Pix
2307;08/12/2023;Jogo de Tabuleiro;Brinquedos;77.48;5;Bento Sampaio;Sul;Dinheiro
2308;31/01/2023;Ar-condicionado;Eletrodomésticos;2405.43;1;Luara Pinto;Centro-Oeste;Pix
2309;29/01/2025;Cômoda;Móveis;1879.28;2;Leonardo Rocha;Norte;Pix
2310;25/08/2024;Camiseta;Vestuário;152.88;1;Dra. Valentina Brito;Centro-Oeste;Boleto
2311;09/01/2024;Máquina de Lavar;Eletrodomésticos;1538.05;3;Pietra Vieira;Sudeste;Boleto
2312;01/03/2024;Tênis;Vestuário;179.64;5;Ana Julia da Paz;Centro-Oeste;Cartão de Crédito
2313;11/12/2024;Fogão;Eletrodomésticos;822.36;5;Maria Laura Correia;Centro-Oeste;Cartão de Crédito
2314;06/03/2023;Impressora;Eletrônicos;898.71;3;Maya Guerra;Nordeste;Cartão de Crédito
2315;13/10/2024;Calça Jeans;Vestuário;175.34;3;Luara Melo;Nordeste;Dinheiro
2316;19/05/2023;Raquete de Tênis;Esporte;981.23;5;Isis Barros;Sul;Cartão de Débito
2317;28/06/2024;Estante;Móveis;1405.09;3;Raul Nascimento;Sudeste;Dinheiro
2318;10/10/2024;Camiseta;Vestuário;147.05;4;Anna Liz da Luz;Sudeste;Boleto
2319;27/06/2023;Carrinho;Brinquedos;91.41;4;Henry Moura;Nordeste;Cartão de Crédito
2320;05/04/2025;Liquidificador;Eletrodomésticos;471.14;2;Caio Cavalcante;Centro-Oeste;Boleto
2321;01/04/2024;Jogo de Tabuleiro;Brinquedos;158.74;1;Larissa Monteiro;Nordeste;Boleto
2322;05/01/2023;Cadeira;Móveis;205.24;3;Vicente Sales;Norte;Dinheiro
2323;19/03/2023;Boneca;Brinquedos;38.36;4;Maria Julia Cardoso;Sul;Dinheiro
2324;19/09/2024;Estante;Móveis;755.88;1;Sra. Alice Macedo;Centro-Oeste;Dinheiro
2325;09/12/2023;Bola de Futebol;Esporte;96.41;5;Sophia Silva;Sul;Dinheiro
2326;09/01/2025;Micro-ondas;Eletrodomésticos;1777.23;4;Matheus Casa Grande;Nordeste;Pix
2327;19/07/2024;Vestido;Vestuário;67.77;1;Leandro Cardoso;Nordeste;Pix
2328;10/04/2024;Camiseta;Vestuário;123.14;1;Dra. Milena da Rosa;Norte;Pix
2329;22/05/2023;Casaco;Vestuário;104.13;2;Maria Sophia Fogaça;Sudeste;Boleto
2330;14/02/2023;Guarda-roupa;Móveis;866.39;4;Dra. Zoe da Conceição;Norte;Boleto
2331;21/02/2024;Ar-condicionado;Eletrodomésticos;1897.31;5;Aurora Ferreira;Norte;Boleto
2332;19/04/2024;Jogo de Tabuleiro;Brinquedos;86.16;3;Augusto Nogueira;Nordeste;Pix
2333;25/08/2023;Boneca;Brinquedos;88.99;5;Benicio Ferreira;Norte;Cartão de Crédito
2334;14/07/2024;Vestido;Vestuário;64.37;4;Thiago Marques;Sul;Cartão de Débito
2335;12/08/2023;Cadeira;Móveis;133.59;1;Gael da Conceição;Nordeste;Pix
2336;23/04/2023;Geladeira;Eletrodomésticos;3045.96;1;Sr. Pedro Henrique Machado;Nordeste;Cartão de Débito
2337;19/07/2023;Fone de Ouvido;Eletrônicos;276.79;2;Liam Pastor;Norte;Pix
2338;25/03/2025;Liquidificador;Eletrodomésticos;438.48;5;Larissa Andrade;Centro-Oeste;Pix
2339;09/03/2025;Micro-ondas;Eletrodomésticos;1742.77;1;Isabella Carvalho;Sudeste;Pix
2340;01/10/2023;Máquina de Lavar;Eletrodomésticos;2049.13;2;João Lucas Rocha;Nordeste;Cartão de Débito
2341;13/03/2024;Notebook;Eletrônicos;3823.81;2;Jade Pinto;Nordeste;Boleto
2342;09/06/2025;Raquete de Tênis;Esporte;959.94;1;Emilly Machado;Norte;Boleto
2343;07/09/2024;Guarda-roupa;Móveis;1327.46;3;Antony Sampaio;Sul;Dinheiro
2344;16/03/2024;Camiseta;Vestuário;183.49;1;Davi Lucas da Cunha;Centro-Oeste;Cartão de Crédito
2345;24/03/2025;Bicicleta Infantil;Brinquedos;530.96;4;João Pedro Castro;Centro-Oeste;Boleto
2346;04/05/2023;Fone de Ouvido;Eletrônicos;324.37;3;Cecilia Marques;Sul;Cartão de Crédito
2347;16/10/2023;Notebook;Eletrônicos;4922.73;4;Benicio Cassiano;Norte;Boleto
2348;22/06/2024;Tênis;Vestuário;265.51;1;Sra. Mariane Câmara;Sul;Dinheiro
2349;25/02/2025;Skate;Esporte;454.51;4;Milena da Rocha;Sudeste;Cartão de Crédito
2350;25/04/2023;Guarda-roupa;Móveis;1893.59;2;Cauê Monteiro;Norte;Pix
2351;24/06/2024;Tênis;Vestuário;221.58;4;Léo Porto;Nordeste;Cartão de Crédito
2352;19/06/2024;Tablet;Eletrônicos;1037.82;4;Matteo Pacheco;Centro-Oeste;Cartão de Débito
2353;18/01/2024;Estante;Móveis;1221.97;3;Srta. Lívia Alves;Centro-Oeste;Dinheiro
2354;23/06/2023;Bicicleta Infantil;Brinquedos;669.97;2;Léo Nunes;Centro-Oeste;Dinheiro
2355;08/12/2023;Notebook;Eletrônicos;1721.45;2;Davi Vargas;Sul;Boleto
2356;19/01/2025;Mochila de Camping;Esporte;282.27;1;Mariane Casa Grande;Sul;Boleto
2357;24/09/2024;Calça Jeans;Vestuário;65.74;1;Vicente da Luz;Sudeste;Boleto
2358;06/02/2024;Máquina de Lavar;Eletrodomésticos;973.78;2;Catarina Souza;Centro-Oeste;Cartão de Crédito
2359;16/03/2024;Casaco;Vestuário;152.39;5;Gabrielly Aparecida;Nordeste;Dinheiro
2360;08/05/2025;Fogão;Eletrodomésticos;1855.85;5;Lavínia das Neves;Sudeste;Cartão de Débito
2361;26/01/2025;Skate;Esporte;442.32;1;Bruno da Rocha;Sudeste;Cartão de Débito
2362;15/01/2024;Micro-ondas;Eletrodomésticos;1611.29;1;Alexandre Cunha;Sudeste;Cartão de Crédito
2363;06/06/2023;Skate;Esporte;654.57;1;Theodoro Ferreira;Sul;Cartão de Débito
2364;20/11/2024;Boneca;Brinquedos;88.58;5;Maria Luísa Sá;Centro-Oeste;Pix
2365;06/01/2025;Carrinho;Brinquedos;53.42;2;Maria Cecília Abreu;Sul;Cartão de Crédito
2366;24/08/2023;Jogo de Tabuleiro;Brinquedos;124.03;1;Gael Henrique Gonçalves;Centro-Oeste;Boleto
2367;17/12/2024;Estante;Móveis;1372.87;5;Cauê Araújo;Norte;Cartão de Débito
2368;29/05/2025;Mochila de Camping;Esporte;292.58;4;Dr. Alexandre Peixoto;Sul;Dinheiro
2369;13/11/2024;Raquete de Tênis;Esporte;875.74;2;Bento Castro;Sul;Cartão de Débito
2370;08/10/2023;Bicicleta Infantil;Brinquedos;206.78;2;Pedro Miguel Costela;Sudeste;Boleto
2371;16/06/2024;Bola de Futebol;Esporte;86.95;4;Rael Machado;Sul;Cartão de Crédito
2372;19/11/2024;Cômoda;Móveis;961.05;4;Caio Araújo;Nordeste;Cartão de Débito
2373;26/10/2023;Micro-ondas;Eletrodomésticos;1958.55;3;Maria Flor Monteiro;Nordeste;Cartão de Débito
2374;06/12/2024;Boneca;Brinquedos;41.43;4;Anthony Gabriel Vargas;Norte;Cartão de Débito
2375;31/01/2025;Tênis;Vestuário;131.67;1;Diego Lima;Sul;Pix
2376;26/08/2023;Tênis;Vestuário;96.13;3;Luana Aparecida;Sul;Boleto
2377;20/01/2024;Impressora;Eletrônicos;488.12;1;Lívia Pacheco;Sudeste;Cartão de Crédito
2378;11/03/2023;Camiseta;Vestuário;184.04;3;Isabela Abreu;Centro-Oeste;Cartão de Débito
2379;01/07/2023;Casaco;Vestuário;116.03;3;Gael Henrique Moraes;Nordeste;Cartão de Débito
2380;14/10/2023;Skate;Esporte;533.89;2;Dr. Antony da Rosa;Centro-Oeste;Dinheiro
2381;14/04/2025;Tênis;Vestuário;171.67;5;Srta. Sabrina Rios;Norte;Boleto
2382;06/06/2025;Calça Jeans;Vestuário;67.55;5;Luna Monteiro;Nordeste;Boleto
2383;13/03/2024;Boné;Vestuário;17.57;5;Alice Camargo;Nordeste;Cartão de Crédito
2384;29/04/2024;Mesa;Móveis;1167.39;3;Cauê Vargas;Centro-Oeste;Cartão de Crédito
2385;21/03/2025;Raquete de Tênis;Esporte;858.05;3;Gustavo Henrique Pacheco;Sul;Cartão de Débito
2386;19/01/2023;Carrinho;Brinquedos;79.05;5;Alexandre Abreu;Centro-Oeste;Cartão de Crédito
2387;20/12/2024;Sofá;Móveis;1668.18;4;Srta. Lorena da Rosa;Sul;Boleto
2388;16/08/2024;Bicicleta Infantil;Brinquedos;669.83;3;Maria Liz Almeida;Sul;Pix
2389;31/08/2024;Tablet;Eletrônicos;1195.97;5;Ana Vitória Pereira;Nordeste;Dinheiro
2390;26/02/2023;Estante;Móveis;1670.1;4;Clara Ribeiro;Nordeste;Cartão de Débito
2391;18/04/2025;Micro-ondas;Eletrodomésticos;939.27;4;Léo Ferreira;Centro-Oeste;Dinheiro
2392;25/01/2023;Tablet;Eletrônicos;1859.02;1;Otávio Duarte;Sudeste;Cartão de Crédito
2393;15/10/2023;Boné;Vestuário;27.37;2;Sr. Ian Aparecida;Sudeste;Cartão de Crédito
2394;22/02/2025;Fone de Ouvido;Eletrônicos;215.63;3;Maria Helena Cirino;Nordeste;Dinheiro
2395;19/12/2023;Sofá;Móveis;3850.11;5;Aurora Barbosa;Centro-Oeste;Boleto
2396;16/08/2023;Impressora;Eletrônicos;720.94;5;Pietro das Neves;Norte;Pix
2397;16/07/2023;Mesa;Móveis;1105.23;2;Antonella Cirino;Norte;Cartão de Débito
2398;24/12/2023;Jogo de Tabuleiro;Brinquedos;75.5;3;Srta. Beatriz Moreira;Centro-Oeste;Dinheiro
2399;21/01/2023;Ar-condicionado;Eletrodomésticos;1832.32;3;Srta. Emanuella Almeida;Nordeste;Cartão de Crédito
2400;12/11/2023;Estante;Móveis;1270.45;3;Olívia Pires;Sul;Pix
2401;14/05/2025;Smartphone;Eletrônicos;2662.65;1;Maria Luiza da Luz;Centro-Oeste;Dinheiro
2402;07/10/2023;Geladeira;Eletrodomésticos;2773.26;1;Larissa Novaes;Sudeste;Cartão de Crédito
2403;15/04/2025;Smartphone;Eletrônicos;3174.97;2;Enzo Gabriel Rodrigues;Nordeste;Cartão de Crédito
2404;25/05/2024;Sofá;Móveis;2140.67;3;Sr. João Gabriel da Cruz;Nordeste;Pix
2405;05/04/2025;Monitor;Eletrônicos;594.68;1;Luísa Vieira;Norte;Pix
2406;22/10/2024;Tablet;Eletrônicos;1089.36;4;Otávio da Cruz;Norte;Cartão de Crédito
2407;23/08/2024;Bicicleta Infantil;Brinquedos;637.73;1;Gabriel da Cunha;Sul;Pix
2408;20/03/2024;Guarda-roupa;Móveis;2006.24;1;Nicole Aragão;Centro-Oeste;Dinheiro
2409;31/08/2024;Camiseta;Vestuário;163.36;2;Pedro Miguel Castro;Sul;Pix
2410;12/01/2025;Skate;Esporte;479.67;1;Maria Julia Gonçalves;Sul;Pix
2411;06/02/2025;Calça Jeans;Vestuário;123.23;3;Srta. Stephany Teixeira;Norte;Cartão de Débito
2412;11/01/2023;Cadeira;Móveis;233.71;5;Sophie Pacheco;Norte;Pix
2413;16/12/2023;Bola de Futebol;Esporte;184.19;2;Pedro Lucas Mendes;Norte;Cartão de Crédito
2414;18/03/2024;Máquina de Lavar;Eletrodomésticos;3812.81;3;Dra. Stephany Siqueira;Nordeste;Cartão de Débito
2415;17/02/2023;Bola de Futebol;Esporte;118.77;5;Clarice Pereira;Sudeste;Boleto
2416;21/08/2023;Estante;Móveis;1076.78;2;Caroline Caldeira;Sudeste;Cartão de Crédito
2417;28/04/2024;Vestido;Vestuário;141.65;2;Catarina Moura;Nordeste;Pix
2418;07/02/2023;Guarda-roupa;Móveis;1247.77;4;Ryan Guerra;Sudeste;Boleto
2419;09/04/2023;Casaco;Vestuário;130.87;2;Levi Albuquerque;Sudeste;Boleto
2420;26/10/2023;Boneca;Brinquedos;97.48;3;Cecilia da Conceição;Sudeste;Cartão de Crédito
2421;07/03/2023;Fogão;Eletrodomésticos;2067.36;5;Sr. Caleb Aragão;Sudeste;Pix
2422;28/02/2024;Cadeira;Móveis;438.19;2;Ana Beatriz Sales;Nordeste;Pix
2423;12/08/2024;Bola de Futebol;Esporte;176.71;2;Luiz Gustavo Lima;Sul;Cartão de Crédito
2424;05/07/2023;Ar-condicionado;Eletrodomésticos;1107.91;4;Francisco das Neves;Nordeste;Cartão de Crédito
2425;07/06/2023;Cadeira;Móveis;101.63;4;Dra. Olívia Novais;Centro-Oeste;Boleto
2426;21/05/2023;Mochila de Camping;Esporte;113.09;5;Caroline da Cunha;Centro-Oeste;Pix
2427;12/12/2023;Tênis;Vestuário;289.56;4;Bruna Pacheco;Norte;Dinheiro
2428;12/06/2024;Camiseta;Vestuário;180.53;3;Dr. Isaac Costa;Norte;Dinheiro
2429;18/05/2025;Vestido;Vestuário;90.61;3;Guilherme Jesus;Sudeste;Cartão de Crédito
2430;24/06/2023;Máquina de Lavar;Eletrodomésticos;3225.22;5;Pietro Rios;Nordeste;Cartão de Débito
2431;15/08/2024;Mochila de Camping;Esporte;323.25;1;Daniel Alves;Sul;Pix
2432;22/07/2023;Bicicleta Infantil;Brinquedos;387.29;4;Clarice Pastor;Sudeste;Pix
2433;14/08/2024;Micro-ondas;Eletrodomésticos;1345.8;2;Luiz Gustavo Moreira;Nordeste;Pix
2434;17/01/2025;Vestido;Vestuário;137.4;3;João Vitor Araújo;Sudeste;Pix
2435;25/06/2024;Mesa;Móveis;497.02;3;João Vitor da Cruz;Sudeste;Dinheiro
2436;27/02/2023;Tablet;Eletrônicos;1179.61;1;Laís Novaes;Sudeste;Cartão de Débito
2437;01/02/2024;Fogão;Eletrodomésticos;2251.93;1;Igor Garcia;Sul;Cartão de Débito
2438;23/10/2024;Máquina de Lavar;Eletrodomésticos;3793.98;2;Anna Liz Vasconcelos;Nordeste;Boleto
2439;25/02/2024;Sofá;Móveis;3935.45;3;Eloah Carvalho;Sudeste;Boleto
2440;14/05/2023;Jogo de Tabuleiro;Brinquedos;188.09;4;Aurora Silveira;Sudeste;Boleto
2441;29/04/2025;Máquina de Lavar;Eletrodomésticos;1340.18;5;Isabel Lopes;Sudeste;Cartão de Débito
2442;16/04/2025;Mochila de Camping;Esporte;487.44;1;Sr. Gustavo Henrique Porto;Sul;Cartão de Crédito
2443;28/12/2023;Bicicleta Infantil;Brinquedos;666.87;1;Kevin Casa Grande;Nordeste;Dinheiro
2444;02/08/2024;Calça Jeans;Vestuário;145.74;3;Sr. Mateus Lopes;Sul;Dinheiro
2445;26/02/2024;Cômoda;Móveis;1759.7;2;Bryan Sales;Norte;Cartão de Crédito
2446;11/02/2023;Cômoda;Móveis;1028.71;4;Dr. José Miguel Campos;Norte;Cartão de Crédito
2447;14/08/2024;Tablet;Eletrônicos;1195.14;3;Srta. Hellena Nunes;Norte;Cartão de Crédito
2448;25/02/2025;Mochila de Camping;Esporte;320.37;4;Dr. Léo Moreira;Centro-Oeste;Dinheiro
2449;07/11/2024;Máquina de Lavar;Eletrodomésticos;1554.59;5;Sr. Augusto Mendes;Centro-Oeste;Dinheiro
2450;27/02/2024;Camiseta;Vestuário;163.89;5;Kevin Almeida;Sudeste;Dinheiro
2451;20/03/2024;Fone de Ouvido;Eletrônicos;386.06;3;Clara Mendes;Norte;Dinheiro
2452;09/02/2024;Smartphone;Eletrônicos;3009.22;4;Sr. Arthur Gabriel da Cruz;Nordeste;Dinheiro
2453;26/03/2023;Micro-ondas;Eletrodomésticos;1900.57;2;Heloísa da Luz;Centro-Oeste;Dinheiro
2454;22/03/2023;Casaco;Vestuário;232.85;5;Josué da Mota;Sudeste;Cartão de Débito
2455;17/10/2023;Cadeira;Móveis;439.81;1;Joana Cassiano;Norte;Pix
2456;30/01/2024;Sofá;Móveis;2680.65;3;Lucca Vargas;Sudeste;Boleto
2457;30/05/2025;Cadeira;Móveis;375.14;1;Sarah Montenegro;Nordeste;Cartão de Crédito
2458;05/04/2023;Notebook;Eletrônicos;3953.23;5;Bárbara Nunes;Sul;Dinheiro
2459;26/02/2024;Vestido;Vestuário;146.26;3;Pietra da Cunha;Centro-Oeste;Boleto
2460;08/01/2025;Skate;Esporte;527.21;2;Mirella Monteiro;Norte;Cartão de Crédito
2461;03/11/2024;Bicicleta Infantil;Brinquedos;728.7;5;Maysa das Neves;Sul;Pix
2462;15/04/2024;Boné;Vestuário;19.99;2;Sra. Emanuella Marques;Sul;Boleto
2463;02/02/2025;Tênis;Vestuário;230.01;2;Pietro Nogueira;Sudeste;Pix
2464;09/05/2025;Carrinho;Brinquedos;50.86;4;Larissa da Conceição;Sul;Pix
2465;26/07/2024;Notebook;Eletrônicos;1961.19;2;Sr. Francisco da Rosa;Norte;Cartão de Crédito
2466;28/03/2024;Geladeira;Eletrodomésticos;3446.67;4;Benicio Nascimento;Norte;Cartão de Crédito
2467;20/05/2025;Skate;Esporte;549.05;2;Dom Aparecida;Centro-Oeste;Boleto
2468;03/09/2023;Camiseta;Vestuário;127.13;2;Maria Liz Vargas;Sudeste;Pix
2469;03/05/2024;Liquidificador;Eletrodomésticos;218.01;2;Luísa Machado;Nordeste;Boleto
2470;06/05/2025;Fogão;Eletrodomésticos;1834.44;1;Vinícius Aparecida;Norte;Cartão de Débito
2471;06/03/2025;Monitor;Eletrônicos;1753.04;4;Davi Luiz Moreira;Sudeste;Dinheiro
2472;17/12/2024;Mesa;Móveis;601.31;1;Vinícius Cassiano;Norte;Dinheiro
2473;03/07/2024;Casaco;Vestuário;133.57;3;Antonella da Rosa;Nordeste;Pix
2474;11/06/2023;Fone de Ouvido;Eletrônicos;146.17;1;Raul da Conceição;Norte;Pix
2475;24/12/2023;Skate;Esporte;304.62;3;Manuella Martins;Norte;Cartão de Débito
2476;25/05/2023;Bicicleta Infantil;Brinquedos;444.24;3;Manuella das Neves;Nordeste;Cartão de Débito
2477;09/01/2025;Boneca;Brinquedos;55.91;1;Isabela Souza;Nordeste;Pix
2478;10/07/2023;Bicicleta Infantil;Brinquedos;259.79;1;Daniela da Rocha;Centro-Oeste;Cartão de Débito
2479;15/05/2024;Boneca;Brinquedos;80.47;2;Raul Cirino;Sul;Pix
2480;21/02/2023;Bicicleta Infantil;Brinquedos;394.93;2;Antônio Lopes;Nordeste;Boleto
2481;16/07/2023;Guarda-roupa;Móveis;1158.3;1;Fernando Brito;Nordeste;Cartão de Débito
2482;27/02/2023;Micro-ondas;Eletrodomésticos;921.58;5;Liam Silva;Centro-Oeste;Pix
2483;05/11/2023;Carrinho;Brinquedos;74.63;2;Emanuel Porto;Sudeste;Pix
2484;27/04/2024;Camiseta;Vestuário;104.62;4;Dr. Apollo Freitas;Sudeste;Cartão de Débito
2485;07/05/2024;Geladeira;Eletrodomésticos;3033.16;5;Dra. Luiza Cunha;Sudeste;Cartão de Crédito
2486;07/04/2023;Camiseta;Vestuário;64.66;4;Caio Fogaça;Norte;Dinheiro
2487;07/06/2025;Boné;Vestuário;28.15;5;Lunna Albuquerque;Nordeste;Boleto
2488;08/04/2024;Estante;Móveis;815.42;5;João Miguel Alves;Sudeste;Boleto
2489;14/08/2024;Bola de Futebol;Esporte;181.64;4;Leandro Guerra;Centro-Oeste;Cartão de Crédito
2490;26/03/2023;Máquina de Lavar;Eletrodomésticos;3112.13;1;Henrique Ramos;Sudeste;Cartão de Crédito
2491;19/04/2023;Liquidificador;Eletrodomésticos;478.56;1;Ana Clara Freitas;Norte;Cartão de Débito
2492;19/01/2024;Cômoda;Móveis;1626.39;2;Alice Caldeira;Sul;Dinheiro
2493;15/10/2024;Notebook;Eletrônicos;2003.78;4;João Pedro Câmara;Sudeste;Cartão de Crédito
2494;06/06/2023;Estante;Móveis;1428.94;2;Samuel Novais;Centro-Oeste;Cartão de Débito
2495;18/02/2023;Fone de Ouvido;Eletrônicos;280.75;1;Bárbara Moraes;Nordeste;Dinheiro
2496;01/06/2025;Bola de Futebol;Esporte;120.93;5;Luiz Miguel da Rocha;Sudeste;Pix
2497;01/06/2023;Jogo de Tabuleiro;Brinquedos;131.7;4;Sr. Luigi Sá;Sudeste;Cartão de Débito
2498;14/06/2024;Mochila de Camping;Esporte;131.31;5;Dra. Letícia Jesus;Norte;Cartão de Crédito
2499;22/06/2024;Ar-condicionado;Eletrodomésticos;2605.82;2;Valentina Rocha;Sudeste;Dinheiro
2500;14/11/2024;Mesa;Móveis;1337.6;2;Isadora Lopes;Centro-Oeste;Dinheiro
2501;19/06/2024;Máquina de Lavar;Eletrodomésticos;3954.47;4;Sr. Yuri Gonçalves;Sudeste;Dinheiro
2502;24/08/2023;Fogão;Eletrodomésticos;2647.8;3;Bruna Ferreira;Sudeste;Cartão de Débito
2503;13/01/2025;Calça Jeans;Vestuário;191.87;4;Alana Sousa;Norte;Cartão de Crédito
2504;29/07/2023;Vestido;Vestuário;52.63;5;Cauã Garcia;Sudeste;Pix
2505;21/04/2025;Jogo de Tabuleiro;Brinquedos;140.0;1;Clarice Campos;Centro-Oeste;Boleto
2506;12/08/2024;Sofá;Móveis;3181.79;3;Sr. João Vitor Ferreira;Sul;Pix
2507;02/06/2024;Carrinho;Brinquedos;44.18;2;Ana Macedo;Centro-Oeste;Boleto
2508;26/03/2024;Tablet;Eletrônicos;808.98;3;Felipe Camargo;Norte;Pix
2509;13/04/2024;Raquete de Tênis;Esporte;1329.37;1;Dra. Sarah Martins;Sudeste;Cartão de Crédito
2510;15/01/2023;Casaco;Vestuário;205.09;5;Vitor Gomes;Sul;Dinheiro
2511;10/02/2024;Carrinho;Brinquedos;65.59;4;Vitor Gabriel Gomes;Sudeste;Cartão de Débito
2512;12/05/2025;Cômoda;Móveis;1746.69;2;Otto Rocha;Norte;Cartão de Débito
2513;04/01/2023;Bicicleta Infantil;Brinquedos;726.66;5;Ryan Azevedo;Sudeste;Cartão de Crédito
2514;21/11/2023;Mochila de Camping;Esporte;195.32;3;Théo Costela;Sudeste;Boleto
2515;16/05/2025;Monitor;Eletrônicos;1691.07;5;Ana Beatriz da Paz;Sul;Pix
2516;10/02/2023;Jogo de Tabuleiro;Brinquedos;50.8;5;Catarina Barros;Centro-Oeste;Cartão de Crédito
2517;23/07/2023;Ar-condicionado;Eletrodomésticos;2485.46;5;Henry Rios;Sul;Cartão de Crédito
2518;22/08/2024;Fone de Ouvido;Eletrônicos;419.14;5;Bruno Rezende;Sudeste;Dinheiro
2519;24/09/2023;Micro-ondas;Eletrodomésticos;1619.06;3;Heloisa Moraes;Nordeste;Cartão de Débito
2520;18/12/2024;Guarda-roupa;Móveis;1503.08;2;Melissa Machado;Norte;Cartão de Débito
2521;03/01/2023;Tênis;Vestuário;122.1;2;Dra. Ana Carolina da Mata;Sudeste;Dinheiro
2522;13/10/2024;Casaco;Vestuário;160.1;3;Dr. Henrique Fonseca;Sudeste;Dinheiro
2523;15/06/2023;Mochila de Camping;Esporte;207.87;1;Sra. Maria Luiza Montenegro;Norte;Cartão de Débito
2524;17/04/2023;Guarda-roupa;Móveis;1635.98;1;Diego Fonseca;Centro-Oeste;Boleto
2525;22/04/2024;Liquidificador;Eletrodomésticos;303.61;1;Sr. Théo Aparecida;Sul;Dinheiro
2526;09/02/2023;Mesa;Móveis;621.45;3;Maria Liz Freitas;Nordeste;Cartão de Débito
2527;03/07/2023;Jogo de Tabuleiro;Brinquedos;150.94;2;Guilherme Ribeiro;Nordeste;Cartão de Crédito
2528;01/10/2024;Boné;Vestuário;24.22;3;Aylla Costela;Sudeste;Cartão de Crédito
2529;22/06/2024;Vestido;Vestuário;91.63;5;Maya Ferreira;Nordeste;Cartão de Crédito
2530;19/07/2023;Monitor;Eletrônicos;1729.11;3;Davi Rezende;Nordeste;Boleto
2531;23/01/2024;Fogão;Eletrodomésticos;855.44;4;Cecilia Campos;Norte;Cartão de Crédito
2532;20/10/2023;Tablet;Eletrônicos;938.14;1;Isabela Brito;Nordeste;Boleto
2533;26/01/2023;Máquina de Lavar;Eletrodomésticos;3876.18;2;Marina Caldeira;Nordeste;Pix
2534;28/01/2025;Notebook;Eletrônicos;2837.41;1;Mathias Moura;Centro-Oeste;Boleto
2535;22/05/2024;Mochila de Camping;Esporte;399.97;2;Sr. Bernardo Siqueira;Sudeste;Cartão de Débito
2536;25/11/2023;Guarda-roupa;Móveis;1714.79;5;Srta. Maria Isis Moreira;Sul;Cartão de Débito
2537;18/08/2024;Vestido;Vestuário;88.71;2;Dr. Heitor Novaes;Sudeste;Pix
2538;17/09/2024;Monitor;Eletrônicos;1251.32;5;Sr. Josué Macedo;Nordeste;Cartão de Débito
2539;23/03/2023;Calça Jeans;Vestuário;109.67;5;Maria Sophia da Mota;Nordeste;Cartão de Crédito
2540;19/05/2025;Tênis;Vestuário;235.96;3;Yasmin da Cunha;Sul;Cartão de Crédito
2541;23/01/2024;Fogão;Eletrodomésticos;2329.35;5;João Felipe Costela;Nordeste;Pix
2542;18/07/2024;Carrinho;Brinquedos;81.59;1;Sr. Davi Miguel Rios;Sul;Cartão de Débito
2543;08/02/2025;Monitor;Eletrônicos;1153.99;5;Sra. Clarice Novais;Sul;Cartão de Crédito
2544;21/06/2024;Calça Jeans;Vestuário;197.24;2;João Gabriel Teixeira;Sul;Dinheiro
2545;28/01/2025;Ar-condicionado;Eletrodomésticos;1177.89;3;Isis Brito;Centro-Oeste;Cartão de Débito
2546;23/04/2025;Jogo de Tabuleiro;Brinquedos;51.87;3;Dante Melo;Norte;Boleto
2547;12/10/2023;Jogo de Tabuleiro;Brinquedos;93.12;5;João Miguel Caldeira;Nordeste;Cartão de Crédito
2548;24/01/2023;Fogão;Eletrodomésticos;1683.33;2;Dr. Henry Gabriel Silveira;Sudeste;Dinheiro
2549;07/02/2023;Geladeira;Eletrodomésticos;2281.3;5;Samuel Fonseca;Centro-Oeste;Cartão de Crédito
2550;05/06/2023;Boné;Vestuário;26.61;5;Sr. Otávio Moura;Norte;Cartão de Crédito
2551;03/01/2024;Guarda-roupa;Móveis;891.62;2;Rodrigo Moreira;Sudeste;Dinheiro
2552;16/09/2024;Micro-ondas;Eletrodomésticos;997.09;2;Pietro Casa Grande;Sudeste;Dinheiro
2553;27/12/2024;Calça Jeans;Vestuário;62.03;1;Otávio Viana;Sul;Boleto
2554;13/04/2024;Carrinho;Brinquedos;43.18;1;Brenda Sá;Centro-Oeste;Cartão de Crédito
2555;26/12/2024;Fone de Ouvido;Eletrônicos;243.71;4;Anthony Nunes;Centro-Oeste;Cartão de Débito
2556;27/05/2025;Cômoda;Móveis;1154.35;3;Maria Flor Jesus;Sul;Pix
2557;05/03/2025;Boneca;Brinquedos;88.13;1;Isaac Moreira;Sul;Pix
2558;06/11/2023;Smartphone;Eletrônicos;2135.13;2;Marcela Machado;Norte;Cartão de Débito
2559;17/09/2024;Bola de Futebol;Esporte;191.5;5;Luana Câmara;Sul;Dinheiro
2560;06/02/2024;Sofá;Móveis;1792.28;3;Matteo Pastor;Norte;Cartão de Crédito
2561;23/02/2024;Boneca;Brinquedos;92.52;3;Rebeca Mendes;Sul;Boleto
2562;01/05/2025;Guarda-roupa;Móveis;2268.54;1;Liz Câmara;Norte;Cartão de Crédito
2563;24/08/2024;Camiseta;Vestuário;117.26;5;Gabrielly Nogueira;Norte;Cartão de Débito
2564;04/10/2024;Boneca;Brinquedos;94.59;3;Dr. Lorenzo Sá;Sul;Cartão de Débito
